RECORDID,PERS_N,J_0_6_P,J_7_15_P,J_16_19_P,J_20_24_P,J_25_44_P,J_45_64_P,J_65_79_P,J_80PLUS_P,ALTERSQUOT,JUGENDQUOT,GESAMTQUOT,MANN_N,FRAU_N,FRAU_P,SCHWEIZ_N,AUSLAND_N,AUSLAND_P,FLAECHE_HA,DICHTE_PHA,STICHTAG,E,N
1429785,27,0,14.8,7.4,7.4,7.4,33.3,25.9,3.7,61.5,46.2,107.7,13,14,51.9,-999,-999,-999,1,27,20230630,2693150,1254150
1441261,66,12.1,1.5,0,4.5,47,21.2,12.1,1.5,18.8,18.8,37.5,40,26,39.4,51,15,22.7,1,66,20230630,2693250,1254150
1432372,44,20.5,15.9,6.8,0,27.3,22.7,4.5,2.3,13.6,86.4,100,25,19,43.2,38,6,13.6,1,44,20230630,2693050,1254250
1445876,11,9.1,9.1,9.1,0,18.2,18.2,36.4,0,100,75,175,4,7,63.6,-999,-999,-999,1,11,20230630,2693050,1254450
1447923,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2693150,1254450
1433254,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2693050,1254950
1447400,13,15.4,23.1,0,0,46.2,7.7,0,7.7,14.3,71.4,85.7,9,4,30.8,-999,-999,-999,1,13,20230630,2693250,1255150
1415216,4,0,50,0,0,50,0,0,0,0,100,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2693250,1255650
1417072,45,2.2,2.2,0,0,33.3,35.6,17.8,8.9,38.7,6.5,45.2,25,20,44.4,-999,-999,-999,1,45,20230630,2693150,1258750
1424173,18,0,0,11.1,11.1,11.1,44.4,16.7,5.6,33.3,16.7,50,10,8,44.4,-999,-999,-999,1,18,20230630,2693250,1258750
1433791,6,0,0,0,0,0,50,33.3,16.7,100,0,100,-999,-999,-999,-999,-999,-999,1,6,20230630,2693050,1258850
1442188,23,8.7,0,0,4.3,30.4,39.1,8.7,8.7,23.5,11.8,35.3,11,12,52.2,18,5,21.7,1,23,20230630,2693450,1235850
1414783,4,0,0,0,0,0,75,25,0,33.3,0,33.3,-999,-999,-999,-999,-999,-999,1,4,20230630,2693350,1236250
1441897,5,0,0,0,80,0,20,0,0,0,0,0,-999,-999,-999,-999,-999,-999,1,5,20230630,2693450,1240350
1431415,19,10.5,0,0,5.3,15.8,21.1,15.8,31.6,112.5,25,137.5,8,11,57.9,-999,-999,-999,1,19,20230630,2693350,1243950
1433242,30,16.7,3.3,0,0,26.7,23.3,30,0,60,40,100,15,15,50,-999,-999,-999,1,30,20230630,2693450,1246750
1437604,50,20,18,0,4,28,28,2,0,3.3,63.3,66.7,24,26,52,34,16,32,1,50,20230630,2693450,1247750
1422897,22,4.5,13.6,4.5,13.6,18.2,22.7,18.2,4.5,41.7,41.7,83.3,10,12,54.5,17,5,22.7,1,22,20230630,2693450,1248850
1441054,11,18.2,9.1,0,0,18.2,36.4,0,18.2,33.3,50,83.3,6,5,45.5,-999,-999,-999,1,11,20230630,2693350,1253850
1418414,15,0,0,0,0,33.3,33.3,26.7,6.7,50,0,50,10,5,33.3,-999,-999,-999,1,15,20230630,2693350,1254050
1440249,70,5.7,12.9,4.3,8.6,34.3,25.7,8.6,0,12.5,33.3,45.8,37,33,47.1,38,32,45.7,1,70,20230630,2693350,1254150
1446680,4,0,0,0,0,0,75,25,0,33.3,0,33.3,-999,-999,-999,-999,-999,-999,1,4,20230630,2693350,1254250
1422658,5,0,0,40,0,0,40,20,0,50,100,150,-999,-999,-999,-999,-999,-999,1,5,20230630,2693350,1259050
1416366,27,0,7.4,14.8,14.8,11.1,33.3,14.8,3.7,31.3,37.5,68.8,16,11,40.7,18,9,33.3,1,27,20230630,2693750,1235350
1443309,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2693750,1235450
1434965,108,10.2,8.3,2.8,5.6,19.4,25.9,19.4,8.3,54.5,41.8,96.4,47,61,56.5,85,23,21.3,1,108,20230630,2693650,1235750
1435768,51,3.9,13.7,2,3.9,27.5,27.5,13.7,7.8,36.7,33.3,70,28,23,45.1,39,12,23.5,1,51,20230630,2693550,1236050
1433153,15,0,26.7,6.7,13.3,0,40,6.7,6.7,25,62.5,87.5,8,7,46.7,-999,-999,-999,1,15,20230630,2693650,1236450
1429173,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2693550,1236750
1419165,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2693650,1239650
1434070,4,0,0,0,0,50,0,50,0,100,0,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2693650,1240450
1428208,15,0,13.3,6.7,0,6.7,46.7,26.7,0,50,37.5,87.5,7,8,53.3,11,4,26.7,1,15,20230630,2693650,1241050
1446347,10,10,0,0,0,60,20,10,0,12.5,12.5,25,-999,-999,-999,-999,-999,-999,1,10,20230630,2693650,1242050
1442633,7,28.6,0,0,0,42.9,28.6,0,0,0,40,40,-999,-999,-999,-999,-999,-999,1,7,20230630,2693750,1243550
1431871,4,0,0,0,0,100,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,1,4,20230630,2693750,1243750
1432024,59,3.4,11.9,8.5,1.7,11.9,28.8,11.9,22,80,56,136,29,30,50.8,49,10,16.9,1,59,20230630,2693550,1247550
1436335,59,6.8,3.4,0,1.7,23.7,28.8,25.4,10.2,65.6,18.8,84.4,30,29,49.2,46,13,22,1,59,20230630,2693650,1249250
1426514,59,3.4,13.6,6.8,5.1,37.3,25.4,8.5,0,12.5,35,47.5,32,27,45.8,12,47,79.7,1,59,20230630,2693550,1249750
1416896,192,8.3,12.5,3.6,10.9,25.5,29.7,7.3,2.1,14.2,37,51.2,92,100,52.1,91,101,52.6,1,192,20230630,2693750,1249750
1428561,8,0,0,0,12.5,0,37.5,25,25,100,0,100,4,4,50,-999,-999,-999,1,8,20230630,2693650,1251250
1428810,7,28.6,0,0,0,42.9,0,28.6,0,66.7,66.7,133.3,-999,-999,-999,-999,-999,-999,1,7,20230630,2693550,1258350
1416589,47,6.4,6.4,2.1,2.1,21.3,38.3,19.1,4.3,37.9,24.1,62.1,27,20,42.6,-999,-999,-999,1,47,20230630,2693650,1258750
1422612,43,2.3,16.3,9.3,0,20.9,25.6,11.6,14,55,60,115,20,23,53.5,38,5,11.6,1,43,20230630,2693750,1258750
1435113,33,6.1,18.2,0,0,36.4,24.2,6.1,9.1,25,40,65,15,18,54.5,29,4,12.1,1,33,20230630,2693650,1258850
1418795,33,12.1,15.2,3,9.1,21.2,21.2,9.1,9.1,35.3,58.8,94.1,18,15,45.5,-999,-999,-999,1,33,20230630,2693750,1258850
1441069,65,0,21.5,4.6,12.3,10.8,43.1,4.6,3.1,11.6,39.5,51.2,32,33,50.8,55,10,15.4,1,65,20230630,2694050,1235050
1436571,63,7.9,19,4.8,7.9,23.8,23.8,7.9,4.8,22.9,57.1,80,31,32,50.8,42,21,33.3,1,63,20230630,2693950,1235350
1421371,97,1,2.1,0,5.2,16.5,25.8,35.1,14.4,104.3,6.5,110.9,36,61,62.9,89,8,8.2,1,97,20230630,2694050,1235450
1423270,29,0,20.7,0,6.9,3.4,44.8,6.9,17.2,43.8,37.5,81.3,15,14,48.3,-999,-999,-999,1,29,20230630,2693850,1240550
1418337,61,1.6,8.2,4.9,16.4,14.8,32.8,19.7,1.6,33.3,23.1,56.4,32,29,47.5,54,7,11.5,1,61,20230630,2694050,1247050
1444182,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2693950,1247550
1423217,39,17.9,20.5,5.1,2.6,33.3,17.9,2.6,0,4.8,81,85.7,19,20,51.3,24,15,38.5,1,39,20230630,2694050,1249350
1426519,163,7.4,9.8,6.7,8,34.4,22.1,6.7,4.9,18.1,37.1,55.2,84,79,48.5,93,70,42.9,1,163,20230630,2693850,1249650
1437165,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2693950,1250650
1440720,111,3.6,21.6,6.3,3.6,15.3,33.3,16.2,0,31,60.3,91.4,60,51,45.9,102,9,8.1,1,111,20230630,2694050,1251350
1427676,50,10,12,0,8,24,30,14,2,25.8,35.5,61.3,27,23,46,43,7,14,1,50,20230630,2694050,1251450
1445660,15,13.3,0,6.7,0,20,20,26.7,13.3,100,50,150,8,7,46.7,7,8,53.3,1,15,20230630,2693850,1252850
1441220,54,13,11.1,3.7,0,27.8,37,7.4,0,11.4,42.9,54.3,28,26,48.1,26,28,51.9,1,54,20230630,2693950,1253950
1417943,39,5.1,10.3,7.7,5.1,20.5,28.2,7.7,15.4,42.9,42.9,85.7,16,23,59,-999,-999,-999,1,39,20230630,2693850,1254250
1411905,119,10.1,7.6,0,7.6,35.3,22.7,11.8,5,25.6,26.9,52.6,66,53,44.5,66,53,44.5,1,119,20230630,2694050,1254450
1416916,50,8,0,2,8,36,30,10,6,21.6,13.5,35.1,27,23,46,24,26,52,1,50,20230630,2694050,1254550
1434218,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2694050,1254950
1434881,58,6.9,10.3,0,5.2,56.9,20.7,0,0,0,20.8,20.8,26,32,55.2,15,43,74.1,1,58,20230630,2694150,1234750
1415748,7,0,0,0,14.3,42.9,28.6,14.3,0,16.7,0,16.7,-999,-999,-999,-999,-999,-999,1,7,20230630,2694150,1234850
1425805,36,8.3,2.8,0,2.8,22.2,19.4,33.3,11.1,100,25,125,13,23,63.9,30,6,16.7,1,36,20230630,2694350,1234950
1445740,126,11.9,6.3,2.4,1.6,35.7,20.6,19,2.4,37,35.6,72.6,63,63,50,88,38,30.2,1,126,20230630,2694350,1235150
1441389,74,5.4,5.4,2.7,6.8,29.7,36.5,12.2,1.4,18.5,18.5,37,39,35,47.3,52,22,29.7,1,74,20230630,2694150,1235550
1421107,101,11.9,7.9,6.9,4,40.6,22.8,5.9,0,8.8,39.7,48.5,53,48,47.5,74,27,26.7,1,101,20230630,2694350,1235450
1444408,36,2.8,0,0,0,27.8,19.4,30.6,19.4,105.9,5.9,111.8,14,22,61.1,29,7,19.4,1,36,20230630,2694150,1235750
1425999,20,0,20,0,0,15,30,25,10,77.8,44.4,122.2,8,12,60,-999,-999,-999,1,20,20230630,2694350,1236450
1447605,7,14.3,28.6,0,0,14.3,14.3,0,28.6,100,150,250,-999,-999,-999,-999,-999,-999,1,7,20230630,2694350,1236950
1411759,27,7.4,25.9,7.4,0,18.5,33.3,3.7,3.7,14.3,78.6,92.9,14,13,48.1,21,6,22.2,1,27,20230630,2694250,1239050
1412867,37,10.8,21.6,2.7,5.4,18.9,27,13.5,0,26.3,68.4,94.7,15,22,59.5,33,4,10.8,1,37,20230630,2694350,1238950
1438294,12,16.7,8.3,0,0,16.7,16.7,25,16.7,125,75,200,5,7,58.3,-999,-999,-999,1,12,20230630,2694350,1239250
1439272,28,7.1,21.4,3.6,0,14.3,50,3.6,0,5.6,50,55.6,11,17,60.7,20,8,28.6,1,28,20230630,2694250,1239550
1444278,66,7.6,9.1,7.6,4.5,15.2,43.9,12.1,0,19,38.1,57.1,34,32,48.5,61,5,7.6,1,66,20230630,2694250,1239750
1446709,8,25,0,0,25,0,37.5,0,12.5,20,40,60,-999,-999,-999,-999,-999,-999,1,8,20230630,2694150,1240050
1420956,56,5.4,1.8,5.4,1.8,33.9,26.8,14.3,10.7,40,20,60,27,29,51.8,40,16,28.6,1,56,20230630,2694150,1240150
1431254,31,0,6.5,0,9.7,6.5,35.5,25.8,16.1,81.3,12.5,93.8,13,18,58.1,-999,-999,-999,1,31,20230630,2694150,1240350
1421623,15,0,33.3,0,0,13.3,33.3,20,0,42.9,71.4,114.3,7,8,53.3,9,6,40,1,15,20230630,2694350,1240250
1429073,4,0,50,0,0,0,50,0,0,0,100,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2694150,1242550
1428473,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2694350,1246550
1436457,31,0,0,0,12.9,29,54.8,0,3.2,3.3,0,3.3,19,12,38.7,24,7,22.6,1,31,20230630,2694250,1246850
1421685,130,7.7,12.3,3.1,6.9,26.9,26.9,11.5,4.6,26.6,38,64.6,73,57,43.8,111,19,14.6,1,130,20230630,2694150,1247450
1435026,14,0,0,7.1,0,7.1,28.6,0,57.1,160,20,180,7,7,50,10,4,28.6,1,14,20230630,2694250,1250050
1423146,19,0,10.5,0,5.3,15.8,36.8,21.1,10.5,54.5,18.2,72.7,10,9,47.4,-999,-999,-999,1,19,20230630,2694350,1249850
1443109,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2694150,1250250
1413492,4,0,0,50,0,0,50,0,0,0,100,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2694250,1251450
1438103,14,14.3,0,0,0,28.6,50,7.1,0,9.1,18.2,27.3,9,5,35.7,-999,-999,-999,1,14,20230630,2694150,1251750
1429243,5,0,0,0,0,20,40,20,20,66.7,0,66.7,-999,-999,-999,-999,-999,-999,1,5,20230630,2694250,1252050
1432212,91,3.3,4.4,2.2,3.3,36.3,30.8,14.3,5.5,28.1,14.1,42.2,42,49,53.8,62,29,31.9,1,91,20230630,2694150,1253250
1422328,81,4.9,14.8,2.5,18.5,32.1,19.8,2.5,4.9,10.5,31.6,42.1,45,36,44.4,25,56,69.1,1,81,20230630,2694350,1253450
1426586,30,20,13.3,3.3,10,16.7,13.3,23.3,0,58.3,91.7,150,13,17,56.7,16,14,46.7,1,30,20230630,2694350,1254050
1426396,68,5.9,10.3,8.8,5.9,27.9,26.5,11.8,2.9,24.4,41.5,65.9,34,34,50,43,25,36.8,1,68,20230630,2694250,1254250
1425625,42,9.5,11.9,7.1,9.5,16.7,33.3,0,11.9,20,48,68,23,19,45.2,32,10,23.8,1,42,20230630,2694350,1254250
1422097,54,0,1.9,7.4,11.1,13,14.8,20.4,31.5,133.3,23.8,157.1,24,30,55.6,-999,-999,-999,1,54,20230630,2694550,1234750
1433528,11,9.1,18.2,0,0,0,18.2,36.4,18.2,300,150,450,5,6,54.5,6,5,45.5,1,11,20230630,2694450,1236050
1422026,36,5.6,19.4,5.6,11.1,16.7,30.6,5.6,5.6,19,52.4,71.4,19,17,47.2,24,12,33.3,1,36,20230630,2694450,1239050
1423841,27,7.4,29.6,7.4,0,11.1,29.6,11.1,3.7,36.4,109.1,145.5,15,12,44.4,23,4,14.8,1,27,20230630,2694450,1239150
1423507,12,0,0,16.7,8.3,8.3,33.3,25,8.3,66.7,33.3,100,4,8,66.7,-999,-999,-999,1,12,20230630,2694450,1239350
1439400,66,6.1,7.6,1.5,4.5,16.7,27.3,24.2,12.1,75,31.3,106.3,30,36,54.5,52,14,21.2,1,66,20230630,2694550,1239650
1421608,94,7.4,9.6,3.2,3.2,27.7,25.5,14.9,8.5,41.5,35.8,77.4,40,54,57.4,62,32,34,1,94,20230630,2694450,1239950
1429518,4,0,0,0,0,0,75,25,0,33.3,0,33.3,-999,-999,-999,-999,-999,-999,1,4,20230630,2694450,1240350
1424983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2694550,1246050
1417991,12,0,25,0,16.7,8.3,41.7,8.3,0,12.5,37.5,50,5,7,58.3,-999,-999,-999,1,12,20230630,2694550,1246350
1429375,5,0,0,0,0,20,60,20,0,25,0,25,-999,-999,-999,-999,-999,-999,1,5,20230630,2694550,1247150
1435151,67,4.5,7.5,3,7.5,28.4,38.8,4.5,6,14,20,34,29,38,56.7,62,5,7.5,1,67,20230630,2694550,1247450
1430306,97,4.1,13.4,2.1,6.2,29.9,32,11.3,1,18.2,28.8,47,48,49,50.5,82,15,15.5,1,97,20230630,2694550,1247650
1421842,56,5.4,8.9,1.8,5.4,12.5,26.8,30.4,8.9,88,36,124,28,28,50,52,4,7.1,1,56,20230630,2694450,1249750
1432542,37,2.7,2.7,2.7,16.2,32.4,24.3,13.5,5.4,25.9,11.1,37,20,17,45.9,32,5,13.5,1,37,20230630,2694550,1249550
1432592,19,10.5,10.5,10.5,0,21.1,36.8,10.5,0,18.2,54.5,72.7,6,13,68.4,15,4,21.1,1,19,20230630,2694450,1252850
1432606,30,6.7,10,3.3,6.7,20,30,13.3,10,41.2,35.3,76.5,15,15,50,23,7,23.3,1,30,20230630,2694450,1252950
1436866,36,8.3,5.6,0,8.3,13.9,36.1,25,2.8,47.6,23.8,71.4,15,21,58.3,30,6,16.7,1,36,20230630,2694450,1253050
1434775,154,5.8,9.7,1.3,5.2,38.3,21.4,13,5.2,28,26,54,85,69,44.8,79,75,48.7,1,154,20230630,2694450,1253150
1435617,151,6,4,1.3,7.9,36.4,28.5,6.6,9.3,21.8,15.5,37.3,73,78,51.7,111,40,26.5,1,151,20230630,2694550,1253750
1430672,73,2.7,11,6.8,4.1,26,32.9,12.3,4.1,26.1,32.6,58.7,33,40,54.8,59,14,19.2,1,73,20230630,2694550,1253850
1426108,48,4.2,8.3,4.2,4.2,16.7,43.8,16.7,2.1,29,25.8,54.8,25,23,47.9,41,7,14.6,1,48,20230630,2694550,1254050
1444762,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2694450,1256150
1426292,15,20,6.7,0,6.7,26.7,13.3,26.7,0,57.1,57.1,114.3,9,6,40,-999,-999,-999,1,15,20230630,2694450,1256750
1446967,16,0,0,12.5,6.3,0,50,6.3,25,55.6,22.2,77.8,7,9,56.3,-999,-999,-999,1,16,20230630,2694550,1256650
1412280,51,0,7.8,2,5.9,37.3,31.4,11.8,3.9,21.1,13.2,34.2,25,26,51,30,21,41.2,1,51,20230630,2694850,1234450
1439650,55,7.3,3.6,0,0,41.8,29.1,10.9,7.3,25.6,15.4,41,24,31,56.4,37,18,32.7,1,55,20230630,2694650,1234650
1432928,20,0,20,0,0,10,35,15,20,77.8,44.4,122.2,8,12,60,-999,-999,-999,1,20,20230630,2694650,1235050
1425473,46,6.5,4.3,2.2,8.7,19.6,41.3,13,4.3,25,18.8,43.8,23,23,50,41,5,10.9,1,46,20230630,2694750,1234950
1440212,11,0,27.3,9.1,0,0,63.6,0,0,0,57.1,57.1,6,5,45.5,-999,-999,-999,1,11,20230630,2694850,1235450
1429450,4,0,0,0,0,25,75,0,0,0,0,0,-999,-999,-999,-999,-999,-999,1,4,20230630,2694850,1235550
1416270,27,3.7,7.4,3.7,18.5,18.5,40.7,7.4,0,9.5,19,28.6,11,16,59.3,20,7,25.9,1,27,20230630,2694750,1235950
1445624,5,40,0,0,0,40,0,20,0,50,100,150,-999,-999,-999,-999,-999,-999,1,5,20230630,2694750,1238750
1440515,68,5.9,13.2,1.5,0,25,19.1,22.1,13.2,80,46.7,126.7,31,37,54.4,45,23,33.8,1,68,20230630,2694650,1239750
1447871,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2694650,1240650
1435535,14,0,28.6,7.1,7.1,0,57.1,0,0,0,55.6,55.6,8,6,42.9,10,4,28.6,1,14,20230630,2694850,1245750
1414072,28,0,7.1,7.1,10.7,7.1,28.6,25,14.3,84.6,30.8,115.4,15,13,46.4,-999,-999,-999,1,28,20230630,2694650,1246050
1441222,126,5.6,10.3,4.8,2.4,23.8,26.2,15.9,11.1,51.5,39.4,90.9,62,64,50.8,92,34,27,1,126,20230630,2694650,1246650
1426442,135,5.2,11.9,1.5,7.4,25.9,30.4,11.9,5.9,27.9,29.1,57,58,77,57,99,36,26.7,1,135,20230630,2694650,1246750
1436241,67,17.9,11.9,3,0,29.9,22.4,13.4,1.5,28.6,62.9,91.4,33,34,50.7,57,10,14.9,1,67,20230630,2694650,1247250
1426150,86,11.6,12.8,7,2.3,40.7,22.1,3.5,0,5.4,48.2,53.6,43,43,50,79,7,8.1,1,86,20230630,2694750,1247450
1434595,46,8.7,15.2,4.3,2.2,26.1,13,19.6,10.9,73.7,68.4,142.1,21,25,54.3,36,10,21.7,1,46,20230630,2694650,1249150
1442300,24,8.3,4.2,0,4.2,25,37.5,12.5,8.3,31.3,18.8,50,13,11,45.8,-999,-999,-999,1,24,20230630,2694850,1249750
1447672,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2694650,1251950
1415108,4,0,0,0,0,0,25,75,0,300,0,300,-999,-999,-999,-999,-999,-999,1,4,20230630,2694650,1252150
1445851,28,17.9,14.3,3.6,0,39.3,17.9,7.1,0,12.5,62.5,75,14,14,50,-999,-999,-999,1,28,20230630,2694750,1252150
1419488,36,5.6,8.3,8.3,11.1,22.2,30.6,5.6,8.3,21.7,34.8,56.5,17,19,52.8,32,4,11.1,1,36,20230630,2694650,1252850
1423396,28,0,0,14.3,0,10.7,32.1,32.1,10.7,100,33.3,133.3,16,12,42.9,-999,-999,-999,1,28,20230630,2694750,1253150
1431530,79,8.9,17.7,2.5,1.3,34.2,11.4,17.7,6.3,51.4,62.2,113.5,39,40,50.6,64,15,19,1,79,20230630,2694750,1253450
1417189,94,0,3.2,2.1,6.4,29.8,27.7,22.3,8.5,48.3,8.3,56.7,55,39,41.5,68,26,27.7,1,94,20230630,2694650,1254050
1443589,213,3.3,4.7,1.9,2.8,36.6,29.6,15,6.1,30.6,14.3,44.9,116,97,45.5,137,76,35.7,1,213,20230630,2694850,1254050
1419900,14,0,14.3,7.1,14.3,14.3,35.7,14.3,0,22.2,33.3,55.6,8,6,42.9,-999,-999,-999,1,14,20230630,2694850,1256650
1412660,29,20.7,0,6.9,6.9,27.6,24.1,10.3,3.4,23.5,47.1,70.6,15,14,48.3,-999,-999,-999,1,29,20230630,2694850,1256850
1425443,92,3.3,8.7,3.3,10.9,10.9,44.6,14.1,4.3,27.9,23,50.8,41,51,55.4,78,14,15.2,1,92,20230630,2694850,1259750
1428588,10,0,0,0,10,20,50,20,0,25,0,25,5,5,50,-999,-999,-999,1,10,20230630,2695050,1234350
1422944,53,11.3,11.3,1.9,1.9,39.6,18.9,5.7,9.4,25,40.6,65.6,23,30,56.6,39,14,26.4,1,53,20230630,2695150,1234250
1442712,7,0,0,0,0,14.3,71.4,14.3,0,16.7,0,16.7,-999,-999,-999,-999,-999,-999,1,7,20230630,2694950,1234650
1417390,95,6.3,13.7,1.1,8.4,15.8,36.8,11.6,6.3,29.3,34.5,63.8,43,52,54.7,88,7,7.4,1,95,20230630,2695150,1234850
1419167,9,22.2,22.2,0,11.1,11.1,33.3,0,0,0,80,80,4,5,55.6,5,4,44.4,1,9,20230630,2694950,1235250
1426743,52,0,1.9,3.8,1.9,0,11.5,19.2,61.5,600,42.9,642.9,12,40,76.9,47,5,9.6,1,52,20230630,2695150,1235150
1428540,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2695150,1235850
1428933,10,0,20,20,20,10,10,20,0,50,100,150,5,5,50,-999,-999,-999,1,10,20230630,2695150,1237650
1422692,39,5.1,12.8,5.1,0,12.8,41,23.1,0,42.9,42.9,85.7,21,18,46.2,28,11,28.2,1,39,20230630,2695150,1238650
1444055,68,5.9,16.2,7.4,14.7,17.6,29.4,7.4,1.5,14.3,47.6,61.9,33,35,51.5,58,10,14.7,1,68,20230630,2695050,1239050
1443747,18,11.1,0,0,5.6,50,22.2,5.6,5.6,14.3,14.3,28.6,10,8,44.4,-999,-999,-999,1,18,20230630,2695050,1244750
1446573,58,6.9,6.9,8.6,6.9,13.8,41.4,15.5,0,25,36.1,61.1,31,27,46.6,51,7,12.1,1,58,20230630,2695150,1245050
1443041,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2695150,1246850
1432394,36,22.2,16.7,0,0,33.3,13.9,11.1,2.8,29.4,82.4,111.8,16,20,55.6,30,6,16.7,1,36,20230630,2695050,1247350
1432097,59,5.1,22,3.4,5.1,22,30.5,10.2,1.7,20.6,52.9,73.5,27,32,54.2,48,11,18.6,1,59,20230630,2694950,1251850
1446861,22,18.2,13.6,9.1,4.5,27.3,22.7,4.5,0,8.3,75,83.3,11,11,50,-999,-999,-999,1,22,20230630,2694950,1251950
1414342,55,10.9,10.9,0,0,34.5,23.6,14.5,5.5,34.4,37.5,71.9,27,28,50.9,-999,-999,-999,1,55,20230630,2695050,1251850
1443276,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2695150,1252250
1418164,106,13.2,9.4,3.8,1.9,34.9,17,11.3,8.5,36.8,49.1,86,47,59,55.7,81,25,23.6,1,106,20230630,2694950,1253550
1411972,115,7.8,7,5.2,3.5,36.5,15.7,14.8,9.6,43.8,35.9,79.7,57,58,50.4,67,48,41.7,1,115,20230630,2694950,1253750
1436770,50,8,14,0,8,28,12,26,4,62.5,45.8,108.3,27,23,46,31,19,38,1,50,20230630,2695050,1253850
1432329,61,0,1.6,1.6,1.6,41,45.9,4.9,3.3,9.3,3.7,13,45,16,26.2,30,31,50.8,1,61,20230630,2695050,1255650
1435069,73,6.8,15.1,4.1,2.7,35.6,28.8,4.1,2.7,10.2,38.8,49,44,29,39.7,46,27,37,1,73,20230630,2695150,1255650
1419677,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2695150,1256750
1435073,59,8.5,0,1.7,1.7,71.2,13.6,1.7,1.7,3.9,11.8,15.7,26,33,55.9,52,7,11.9,1,59,20230630,2695050,1259250
1436872,33,9.1,9.1,3,9.1,24.2,24.2,21.2,0,36.8,36.8,73.7,19,14,42.4,27,6,18.2,1,33,20230630,2694950,1259450
1426899,43,7,20.9,2.3,9.3,27.9,23.3,7,2.3,15.4,50,65.4,20,23,53.5,34,9,20.9,1,43,20230630,2695150,1259450
1435034,62,9.7,6.5,6.5,9.7,16.1,33.9,12.9,4.8,29.7,37.8,67.6,34,28,45.2,53,9,14.5,1,62,20230630,2694950,1259650
1426702,113,6.2,7.1,1.8,5.3,23.9,31.9,15.9,8,39.1,24.6,63.8,58,55,48.7,92,21,18.6,1,113,20230630,2694950,1259950
1426129,75,4,6.7,2.7,6.7,37.3,28,12,2.7,20.4,18.5,38.9,38,37,49.3,54,21,28,1,75,20230630,2695350,1234250
1432741,53,9.4,13.2,1.9,3.8,24.5,24.5,18.9,3.8,42.9,46.4,89.3,22,31,58.5,32,21,39.6,1,53,20230630,2695350,1234350
1437669,9,0,0,0,11.1,11.1,44.4,33.3,0,50,0,50,5,4,44.4,-999,-999,-999,1,9,20230630,2695350,1234750
1437271,20,0,0,10,25,5,50,10,0,12.5,12.5,25,12,8,40,-999,-999,-999,1,20,20230630,2695450,1234750
1436960,15,0,20,0,0,0,33.3,46.7,0,140,60,200,7,8,53.3,-999,-999,-999,1,15,20230630,2695250,1235450
1438442,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2695350,1237150
1433649,9,22.2,0,0,0,44.4,11.1,22.2,0,40,40,80,4,5,55.6,-999,-999,-999,1,9,20230630,2695450,1237150
