RECORDID,PERS_N,J_0_6_P,J_7_15_P,J_16_19_P,J_20_24_P,J_25_44_P,J_45_64_P,J_65_79_P,J_80PLUS_P,ALTERSQUOT,JUGENDQUOT,GESAMTQUOT,MANN_N,FRAU_N,FRAU_P,SCHWEIZ_N,AUSLAND_N,AUSLAND_P,FLAECHE_HA,DICHTE_PHA,STICHTAG,E,N
1423308,46,13,4.3,0,4.3,17.4,23.9,23.9,13,81,38.1,119,21,25,54.3,41,5,10.9,1,46,20230630,2682950,1243750
1420656,28,7.1,7.1,3.6,0,57.1,25,0,0,0,21.7,21.7,11,17,60.7,10,18,64.3,1,28,20230630,2682950,1244050
1421411,11,0,9.1,0,0,0,27.3,18.2,45.5,233.3,33.3,266.7,5,6,54.5,-999,-999,-999,1,11,20230630,2682950,1247050
1442505,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2683150,1246950
1445689,19,5.3,5.3,0,0,5.3,42.1,21.1,21.1,88.9,22.2,111.1,8,11,57.9,-999,-999,-999,1,19,20230630,2683150,1247250
1447978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2682950,1247850
1429683,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2683050,1247850
1424201,11,0,0,0,9.1,45.5,45.5,0,0,0,0,0,7,4,36.4,-999,-999,-999,1,11,20230630,2683150,1247850
1435695,99,0,0,0,12.1,58.6,28.3,1,0,1,0,1,64,35,35.4,38,61,61.6,1,99,20230630,2682950,1248250
1411498,50,2,6,2,8,44,26,10,2,15.4,12.8,28.2,31,19,38,41,9,18,1,50,20230630,2683050,1248750
1443685,288,6.3,9.7,4.5,4.5,31.3,36.8,5.2,1.7,9.6,28.2,37.8,135,153,53.1,229,59,20.5,1,288,20230630,2682950,1249150
1439501,206,7.3,2.9,2.4,6.8,45.1,25.2,8.3,1.9,13.2,16.4,29.6,98,108,52.4,140,66,32,1,206,20230630,2683150,1249050
1426001,206,8.3,4.4,1.9,2.4,55.3,19.4,4.4,3.9,10.7,18.9,29.6,102,104,50.5,146,60,29.1,1,206,20230630,2683150,1249150
1425393,160,11.9,1.9,3.1,3.1,58.8,15,5.6,0.6,8.1,22,30.1,82,78,48.8,106,54,33.8,1,160,20230630,2683050,1249750
1417315,197,6.6,6.6,1,6.6,42.6,21.8,12.7,2,20.7,20,40.7,92,105,53.3,150,47,23.9,1,197,20230630,2683150,1249850
1417974,181,8.3,8.3,3.9,6.1,41.4,19.9,10.5,1.7,18,30.3,48.4,81,100,55.2,135,46,25.4,1,181,20230630,2683150,1249950
1428815,27,7.4,18.5,0,0,37,18.5,0,18.5,33.3,46.7,80,12,15,55.6,-999,-999,-999,1,27,20230630,2683150,1250650
1439930,26,3.8,23.1,11.5,7.7,7.7,42.3,3.8,0,6.7,66.7,73.3,11,15,57.7,-999,-999,-999,1,26,20230630,2683150,1250850
1444237,158,1.9,4.4,2.5,4.4,45.6,24.7,9.5,7,22,11.9,33.9,66,92,58.2,98,60,38,1,158,20230630,2683050,1251250
1440101,49,2,6.1,4.1,12.2,51,12.2,8.2,4.1,16.2,16.2,32.4,24,25,51,32,17,34.7,1,49,20230630,2683050,1251550
1434831,105,9.5,7.6,1,8.6,63.8,7.6,0,1.9,2.4,22.6,25,62,43,41,15,90,85.7,1,105,20230630,2683150,1251550
1440018,153,4.6,5.9,1.3,2,56.9,25.5,2.6,1.3,4.7,14,18.6,83,70,45.8,82,71,46.4,1,153,20230630,2683150,1251850
1431541,64,9.4,9.4,1.6,4.7,39.1,25,7.8,3.1,15.9,29.5,45.5,28,36,56.3,54,10,15.6,1,64,20230630,2682950,1252850
1435045,106,2.8,7.5,1.9,8.5,18.9,40.6,14.2,5.7,29.2,18.1,47.2,49,57,53.8,72,34,32.1,1,106,20230630,2683050,1253250
1411579,29,3.4,10.3,6.9,6.9,17.2,41.4,6.9,6.9,21.1,31.6,52.6,14,15,51.7,-999,-999,-999,1,29,20230630,2683250,1237750
1416915,150,5.3,6.7,5.3,4.7,18,32.7,18.7,8.7,49.4,31.3,80.7,72,78,52,124,26,17.3,1,150,20230630,2683250,1238250
1445514,64,12.5,0,0,1.6,39.1,29.7,12.5,4.7,24.4,17.8,42.2,32,32,50,34,30,46.9,1,64,20230630,2683250,1241150
1421619,52,9.6,0,1.9,1.9,30.8,28.8,11.5,15.4,43.8,18.8,62.5,23,29,55.8,34,18,34.6,1,52,20230630,2683350,1241150
1441800,62,9.7,3.2,1.6,1.6,40.3,21,11.3,11.3,35.9,23.1,59,30,32,51.6,45,17,27.4,1,62,20230630,2683350,1241250
1424132,18,0,0,0,0,0,5.6,16.7,77.8,1700,0,1700,7,11,61.1,-999,-999,-999,1,18,20230630,2683250,1241550
1441114,81,6.2,22.2,1.2,0,22.2,35.8,9.9,2.5,21.3,51.1,72.3,45,36,44.4,48,33,40.7,1,81,20230630,2683350,1241650
1419081,59,10.2,6.8,1.7,0,39,18.6,10.2,13.6,41.2,32.4,73.5,30,29,49.2,46,13,22,1,59,20230630,2683350,1242350
1436506,43,0,4.7,2.3,4.7,34.9,39.5,9.3,4.7,17.6,8.8,26.5,21,22,51.2,22,21,48.8,1,43,20230630,2683350,1242450
1440686,42,16.7,9.5,2.4,2.4,14.3,45.2,2.4,7.1,15.4,46.2,61.5,17,25,59.5,16,26,61.9,1,42,20230630,2683250,1242850
1426493,66,6.1,15.2,3,6.1,22.7,24.2,15.2,7.6,42.9,45.7,88.6,30,36,54.5,46,20,30.3,1,66,20230630,2683350,1243150
1439039,233,4.7,1.7,1.7,17.2,54.5,17.2,2.6,0.4,3.4,9.2,12.6,141,92,39.5,63,170,73,1,233,20230630,2683350,1248450
1444761,124,2.4,0.8,0.8,6.5,59.7,21,4.8,4,10.2,4.6,14.8,66,58,46.8,69,55,44.4,1,124,20230630,2683350,1248650
1421425,133,11.3,7.5,1.5,2.3,45.9,17.3,10.5,3.8,21.8,31,52.9,66,67,50.4,104,29,21.8,1,133,20230630,2683350,1249450
1421293,146,6.2,8.2,3.4,4.8,28.1,31.5,12.3,5.5,27.7,27.7,55.3,65,81,55.5,114,32,21.9,1,146,20230630,2683350,1250750
1414208,23,13,21.7,0,0,43.5,21.7,0,0,0,53.3,53.3,11,12,52.2,15,8,34.8,1,23,20230630,2683250,1251150
1412591,23,0,17.4,17.4,13,8.7,26.1,8.7,8.7,36.4,72.7,109.1,14,9,39.1,-999,-999,-999,1,23,20230630,2683250,1251250
1422061,11,9.1,9.1,0,0,36.4,27.3,9.1,9.1,28.6,28.6,57.1,5,6,54.5,-999,-999,-999,1,11,20230630,2683250,1251350
1444878,65,10.8,6.2,1.5,4.6,43.1,27.7,6.2,0,8.2,24.5,32.7,34,31,47.7,45,20,30.8,1,65,20230630,2683350,1252050
1412220,55,9.1,3.6,0,0,49.1,18.2,12.7,7.3,29.7,18.9,48.6,30,25,45.5,37,18,32.7,1,55,20230630,2683250,1252450
1440003,74,4.1,6.8,2.7,6.8,45.9,28.4,4.1,1.4,6.7,16.7,23.3,38,36,48.6,43,31,41.9,1,74,20230630,2683350,1253050
1425801,167,10.8,6,6.6,9,25.7,28.1,8.4,5.4,21.9,37.1,59,81,86,51.5,141,26,15.6,1,167,20230630,2683350,1253350
1416986,199,7,10.6,6.5,4.5,31.2,27.1,7.5,5.5,20.8,38.4,59.2,99,100,50.3,120,79,39.7,1,199,20230630,2683250,1253850
1415946,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2683350,1254450
1417250,32,3.1,3.1,0,0,21.9,43.8,12.5,15.6,42.9,9.5,52.4,12,20,62.5,21,11,34.4,1,32,20230630,2683450,1238050
1431941,34,5.9,5.9,0,2.9,26.5,32.4,17.6,8.8,42.9,19,61.9,16,18,52.9,23,11,32.4,1,34,20230630,2683450,1238150
1420875,130,4.6,16.9,13.8,3.1,32.3,18.5,2.3,8.5,20,65.7,85.7,63,67,51.5,86,44,33.8,1,130,20230630,2683450,1238350
1417358,63,9.5,9.5,4.8,6.3,38.1,22.2,9.5,0,14.3,35.7,50,30,33,52.4,50,13,20.6,1,63,20230630,2683650,1239950
1437754,15,20,13.3,0,0,20,33.3,13.3,0,25,62.5,87.5,7,8,53.3,6,9,60,1,15,20230630,2683450,1240150
1432153,30,3.3,0,3.3,6.7,26.7,30,26.7,3.3,47.4,10.5,57.9,16,14,46.7,23,7,23.3,1,30,20230630,2683550,1240050
1421242,29,3.4,10.3,6.9,3.4,34.5,27.6,6.9,6.9,21.1,31.6,52.6,15,14,48.3,17,12,41.4,1,29,20230630,2683450,1240350
1427345,43,0,2.3,7,16.3,11.6,18.6,30.2,14,95,20,115,22,21,48.8,-999,-999,-999,1,43,20230630,2683450,1240450
1431641,69,5.8,20.3,4.3,7.2,15.9,30.4,10.1,5.8,29.7,56.8,86.5,35,34,49.3,43,26,37.7,1,69,20230630,2683450,1241450
1435688,51,3.9,9.8,3.9,3.9,17.6,29.4,23.5,7.8,61.5,34.6,96.2,22,29,56.9,43,8,15.7,1,51,20230630,2683450,1241550
1416561,23,17.4,4.3,4.3,0,30.4,21.7,8.7,13,41.7,50,91.7,11,12,52.2,15,8,34.8,1,23,20230630,2683450,1241950
1437087,21,0,0,0,4.8,9.5,23.8,33.3,28.6,162.5,0,162.5,8,13,61.9,-999,-999,-999,1,21,20230630,2683550,1242050
1415369,22,4.5,18.2,4.5,4.5,22.7,36.4,9.1,0,14.3,42.9,57.1,12,10,45.5,15,7,31.8,1,22,20230630,2683650,1242050
1428069,36,5.6,8.3,2.8,5.6,22.2,19.4,25,11.1,76.5,35.3,111.8,17,19,52.8,20,16,44.4,1,36,20230630,2683550,1242550
1435816,38,13.2,5.3,2.6,2.6,23.7,31.6,15.8,5.3,36.4,36.4,72.7,20,18,47.4,22,16,42.1,1,38,20230630,2683450,1242750
1418986,39,10.3,5.1,0,5.1,41,23.1,2.6,12.8,22.2,22.2,44.4,20,19,48.7,22,17,43.6,1,39,20230630,2683450,1242850
1417027,71,8.5,9.9,2.8,4.2,28.2,32.4,9.9,4.2,21.7,32.6,54.3,36,35,49.3,51,20,28.2,1,71,20230630,2683450,1243050
1430164,35,5.7,2.9,0,8.6,40,34.3,8.6,0,10.3,10.3,20.7,18,17,48.6,21,14,40,1,35,20230630,2683450,1243150
1446304,34,8.8,0,2.9,14.7,64.7,8.8,0,0,0,13.3,13.3,23,11,32.4,13,21,61.8,1,34,20230630,2683550,1243050
1419985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2683450,1243350
1411806,132,0,2.3,1.5,5.3,45.5,25.8,12.9,6.8,25.7,5,30.7,79,53,40.2,90,42,31.8,1,132,20230630,2683450,1247250
1416066,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2683450,1247950
1421743,164,1.2,2.4,2.4,20.7,47,20.7,5.5,0,6.2,6.9,13.1,90,74,45.1,83,81,49.4,1,164,20230630,2683650,1248150
1432261,93,2.2,0,0,6.5,75.3,10.8,4.3,1.1,5.8,2.3,8.1,50,43,46.2,44,49,52.7,1,93,20230630,2683450,1248250
1426670,121,2.5,15.7,0.8,0.8,33.1,34.7,9.9,2.5,18.1,27.7,45.8,55,66,54.5,87,34,28.1,1,121,20230630,2683450,1248650
1416180,209,5.3,6.2,1.9,3.3,39.2,23.9,12.4,7.7,30.2,20.1,50.4,91,118,56.5,143,66,31.6,1,209,20230630,2683650,1248450
1435720,134,5.2,14.9,6.7,3,24.6,29.9,9.7,6,27.3,46.8,74,66,68,50.7,101,33,24.6,1,134,20230630,2683550,1248850
1443855,204,4.4,9.8,3.4,6.4,31.4,29.9,10.8,3.9,21.7,26.1,47.8,102,102,50,142,62,30.4,1,204,20230630,2683550,1248950
1439099,152,3.9,7.2,0,1.3,19.7,9.2,26.3,32.2,193.5,37,230.4,60,92,60.5,117,35,23,1,152,20230630,2683450,1249150
1440434,103,5.8,12.6,4.9,8.7,20.4,31.1,13.6,2.9,27.4,38.7,66.1,54,49,47.6,88,15,14.6,1,103,20230630,2683450,1249550
1440596,111,5.4,8.1,4.5,8.1,13.5,35.1,20.7,4.5,44.4,31.7,76.2,51,60,54.1,103,8,7.2,1,111,20230630,2683450,1249650
1418235,47,10.6,8.5,4.3,6.4,27.7,25.5,12.8,4.3,28.6,39.3,67.9,21,26,55.3,35,12,25.5,1,47,20230630,2683650,1249950
1434882,166,6,9.6,6,3,30.7,30.7,8.4,5.4,21.5,33.6,55.1,86,80,48.2,113,53,31.9,1,166,20230630,2683450,1250850
1421501,158,1.3,5.1,1.3,44.3,40.5,5.7,1.3,0.6,2.1,8.4,10.5,80,78,49.4,106,52,32.9,1,158,20230630,2683650,1250650
1432246,53,3.8,1.9,0,11.3,34,28.3,9.4,11.3,28.2,7.7,35.9,32,21,39.6,24,29,54.7,1,53,20230630,2683450,1251450
1444698,70,2.9,0,1.4,8.6,57.1,24.3,5.7,0,6.3,4.8,11.1,38,32,45.7,45,25,35.7,1,70,20230630,2683450,1251650
1435321,170,1.2,2.9,1.2,15.3,47.6,24.1,4.7,2.9,8.8,6.1,14.9,97,73,42.9,99,71,41.8,1,170,20230630,2683450,1252050
1411999,210,5.2,1.9,1.4,5.2,48.6,23.8,9,4.8,17.8,11,28.8,109,101,48.1,103,107,51,1,210,20230630,2683450,1252150
1412628,56,5.4,1.8,1.8,8.9,28.6,39.3,8.9,5.4,18.6,11.6,30.2,25,31,55.4,32,24,42.9,1,56,20230630,2683650,1252750
1435734,144,6.3,13.9,5.6,6.3,47.2,13.2,6.9,0.7,11.5,38.5,50,76,68,47.2,77,67,46.5,1,144,20230630,2683550,1252950
1435384,151,19.2,17.9,6,4,37.1,11.9,4,0,7.5,81.3,88.8,77,74,49,74,77,51,1,151,20230630,2683550,1253650
1443838,245,6.5,9.8,4.1,6.5,42.9,24.1,4.9,1.2,8.3,27.8,36.1,130,115,46.9,141,104,42.4,1,245,20230630,2683550,1253750
1439488,9,11.1,33.3,0,0,0,44.4,11.1,0,25,100,125,-999,-999,-999,-999,-999,-999,1,9,20230630,2683850,1238750
1436452,51,7.8,13.7,5.9,5.9,15.7,27.5,19.6,3.9,48,56,104,28,23,45.1,27,24,47.1,1,51,20230630,2683950,1239050
1424262,13,0,15.4,0,7.7,30.8,46.2,0,0,0,18.2,18.2,7,6,46.2,9,4,30.8,1,13,20230630,2683750,1239950
1422858,4,0,0,0,0,50,0,50,0,100,0,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2683850,1240450
1432292,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2683750,1240750
1431977,13,0,7.7,23.1,15.4,15.4,38.5,0,0,0,44.4,44.4,6,7,53.8,9,4,30.8,1,13,20230630,2683850,1240650
1418993,4,0,0,0,0,0,0,25,75,0,0,0,-999,-999,-999,-999,-999,-999,1,4,20230630,2683950,1240850
1437497,31,0,19.4,6.5,3.2,9.7,54.8,6.5,0,9.5,38.1,47.6,14,17,54.8,19,12,38.7,1,31,20230630,2683750,1241250
1422166,12,16.7,16.7,0,0,25,33.3,8.3,0,14.3,57.1,71.4,8,4,33.3,8,4,33.3,1,12,20230630,2683750,1241350
1446324,25,4,16,8,8,20,28,16,0,28.6,50,78.6,11,14,56,-999,-999,-999,1,25,20230630,2683750,1241450
1432340,36,8.3,11.1,5.6,5.6,13.9,27.8,11.1,16.7,58.8,52.9,111.8,15,21,58.3,17,19,52.8,1,36,20230630,2683750,1241550
1421543,33,9.1,6.1,3,0,30.3,36.4,9.1,6.1,22.7,27.3,50,19,14,42.4,22,11,33.3,1,33,20230630,2683950,1241550
1428085,101,1,2,0,3,45.5,29.7,13.9,5,24.1,3.8,27.8,48,53,52.5,58,43,42.6,1,101,20230630,2683850,1246150
1445428,58,3.4,0,0,15.5,62.1,13.8,5.2,0,5.7,3.8,9.4,31,27,46.6,25,33,56.9,1,58,20230630,2683850,1246350
1434403,101,1,7.9,0,1,55.4,22.8,6.9,5,15,11.3,26.3,54,47,46.5,53,48,47.5,1,101,20230630,2683850,1246450
1438136,5,0,0,0,0,20,60,0,20,25,0,25,-999,-999,-999,-999,-999,-999,1,5,20230630,2683750,1246750
1436491,18,0,0,0,0,33.3,44.4,5.6,16.7,28.6,0,28.6,8,10,55.6,14,4,22.2,1,18,20230630,2683950,1247250
1425675,129,2.3,1.6,0.8,8.5,55,20.9,7.8,3.1,12.8,5.5,18.3,76,53,41.1,58,71,55,1,129,20230630,2683850,1248350
1439450,146,8.2,8.2,2.7,5.5,49.3,19.2,4.1,2.7,9.3,25.9,35.2,73,73,50,89,57,39,1,146,20230630,2683850,1248750
1440322,69,1.4,2.9,2.9,5.8,33.3,20.3,15.9,17.4,56.1,12.2,68.3,36,33,47.8,53,16,23.2,1,69,20230630,2683850,1248950
1445550,62,6.5,6.5,1.6,9.7,29,29,11.3,6.5,26.2,21.4,47.6,31,31,50,53,9,14.5,1,62,20230630,2683950,1249150
1412826,60,6.7,3.3,6.7,10,25,28.3,15,5,31.6,26.3,57.9,30,30,50,48,12,20,1,60,20230630,2683850,1249450
1422828,77,3.9,7.8,5.2,2.6,26,35.1,14.3,5.2,30.6,26.5,57.1,39,38,49.4,55,22,28.6,1,77,20230630,2683950,1249250
1421934,46,15.2,8.7,4.3,4.3,19.6,28.3,15.2,4.3,37.5,54.2,91.7,22,24,52.2,41,5,10.9,1,46,20230630,2683750,1249550
1445323,65,1.5,0,0,3.1,20,27.7,24.6,23.1,93.9,3,97,35,30,46.2,33,32,49.2,1,65,20230630,2683750,1249750
1426394,69,7.2,13,2.9,8.7,34.8,18.8,13,1.4,23.3,37.2,60.5,31,38,55.1,51,18,26.1,1,69,20230630,2683850,1249550
1444814,22,0,9.1,4.5,4.5,27.3,27.3,18.2,9.1,46.2,23.1,69.2,9,13,59.1,18,4,18.2,1,22,20230630,2683950,1249750
1434715,117,4.3,6.8,0.9,6,38.5,26.5,9.4,7.7,24.1,16.9,41,47,70,59.8,73,44,37.6,1,117,20230630,2683850,1250750
1444728,154,3.2,1.9,3.9,5.2,61.7,13.6,7.1,3.2,12.9,11.3,24.2,77,77,50,78,76,49.4,1,154,20230630,2683850,1251150
1413255,182,5.5,2.2,1.1,9.3,46.7,9.9,8.8,16.5,38.3,13.3,51.7,95,87,47.8,88,94,51.6,1,182,20230630,2683950,1250950
1416103,27,7.4,3.7,0,14.8,40.7,25.9,7.4,0,9.1,13.6,22.7,18,9,33.3,12,15,55.6,1,27,20230630,2683850,1252150
1443983,17,0,0,11.8,17.6,23.5,23.5,17.6,5.9,36.4,18.2,54.5,8,9,52.9,11,6,35.3,1,17,20230630,2683950,1252350
1432338,30,0,0,0,0,0,16.7,33.3,50,500,0,500,7,23,76.7,22,8,26.7,1,30,20230630,2683850,1252950
1416638,78,11.5,6.4,0,5.1,52.6,12.8,11.5,0,16.4,25.5,41.8,36,42,53.8,45,33,42.3,1,78,20230630,2683950,1252950
1411481,160,4.4,5,3.8,7.5,26.3,29.4,15.6,8.1,37.6,20.8,58.4,79,81,50.6,107,53,33.1,1,160,20230630,2683950,1253250
1417359,51,5.9,7.8,7.8,3.9,47.1,21.6,5.9,0,8.1,29.7,37.8,28,23,45.1,46,5,9.8,1,51,20230630,2683850,1260750
1416221,24,4.2,20.8,0,4.2,12.5,20.8,25,12.5,100,66.7,166.7,12,12,50,-999,-999,-999,1,24,20230630,2684050,1237950
1436414,60,6.7,18.3,10,5,6.7,41.7,6.7,5,21.9,65.6,87.5,26,34,56.7,41,19,31.7,1,60,20230630,2684250,1238850
1443022,4,0,0,0,25,25,50,0,0,0,0,0,-999,-999,-999,-999,-999,-999,1,4,20230630,2684050,1239550
1415328,11,18.2,0,0,0,18.2,18.2,27.3,18.2,125,50,175,4,7,63.6,-999,-999,-999,1,11,20230630,2684250,1239650
1419403,16,0,18.8,6.3,0,6.3,25,37.5,6.3,140,80,220,7,9,56.3,6,10,62.5,1,16,20230630,2684150,1239950
1444886,35,5.7,5.7,2.9,5.7,28.6,34.3,14.3,2.9,25,20.8,45.8,20,15,42.9,24,11,31.4,1,35,20230630,2684250,1240150
1417457,88,6.8,13.6,0,6.8,22.7,33,10.2,6.8,27.3,32.7,60,40,48,54.5,67,21,23.9,1,88,20230630,2684150,1240850
1422684,100,8,8,5,3,38,28,6,4,14.5,30.4,44.9,48,52,52,66,34,34,1,100,20230630,2684250,1240950
1417022,31,6.5,3.2,0,0,38.7,19.4,25.8,6.5,55.6,16.7,72.2,9,22,71,25,6,19.4,1,31,20230630,2684250,1241550
1424894,6,0,0,0,0,50,16.7,16.7,16.7,50,0,50,-999,-999,-999,-999,-999,-999,1,6,20230630,2684250,1245350
1433965,4,0,0,0,25,0,0,50,25,300,0,300,-999,-999,-999,-999,-999,-999,1,4,20230630,2684150,1245450
1434819,223,8.5,6.3,2.7,1.8,35.9,17.5,11.2,16.1,49.6,31.7,81.3,95,128,57.4,151,72,32.3,1,223,20230630,2684250,1245550
1416528,203,6.4,5.9,1.5,2.5,44.8,23.6,11.3,3.9,21.5,19.4,41,108,95,46.8,102,101,49.8,1,203,20230630,2684250,1245850
1425590,215,4.7,2.8,0.5,4.2,43.7,28.8,10.2,5.1,20,10.3,30.3,94,121,56.3,95,120,55.8,1,215,20230630,2684050,1246150
1412187,153,7.2,3.9,0.7,2.6,42.5,26.8,13.1,3.3,22.7,16.4,39.1,73,80,52.3,84,69,45.1,1,153,20230630,2684050,1246250
1445822,19,5.3,26.3,0,0,47.4,21.1,0,0,0,46.2,46.2,7,12,63.2,4,15,78.9,1,19,20230630,2684050,1246750
1444824,61,3.3,0,0,3.3,59,18,11.5,4.9,20.4,4.1,24.5,30,31,50.8,37,24,39.3,1,61,20230630,2684250,1246750
1416969,27,3.7,25.9,3.7,0,11.1,33.3,14.8,7.4,50,75,125,16,11,40.7,-999,-999,-999,1,27,20230630,2684250,1247350
1436411,97,10.3,6.2,5.2,4.1,34,24.7,10.3,5.2,24.6,34.4,59,50,47,48.5,83,14,14.4,1,97,20230630,2684250,1248150
1432001,56,14.3,12.5,7.1,3.6,19.6,30.4,10.7,1.8,23.3,63.3,86.7,27,29,51.8,40,16,28.6,1,56,20230630,2684150,1248350
1429977,120,3.3,11.7,5.8,4.2,30,28.3,14.2,2.5,26.7,33.3,60,62,58,48.3,83,37,30.8,1,120,20230630,2684050,1248550
1420617,60,5,10,6.7,3.3,25,28.3,11.7,10,38.2,38.2,76.5,31,29,48.3,49,11,18.3,1,60,20230630,2684050,1249050
1432573,66,7.6,4.5,6.1,1.5,42.4,24.2,7.6,6.1,20,26.7,46.7,32,34,51.5,48,18,27.3,1,66,20230630,2684050,1251350
1411793,92,5.4,6.5,3.3,8.7,23.9,37,13,2.2,21.9,21.9,43.8,43,49,53.3,77,15,16.3,1,92,20230630,2684150,1251450
1434238,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2684250,1251850
1444993,247,6.1,9.7,3.6,6.9,30.8,25.1,10.5,7.3,28.4,31,59.4,123,124,50.2,201,46,18.6,1,247,20230630,2684150,1253450
1436483,125,1.6,6.4,6.4,5.6,26.4,39.2,7.2,7.2,20.2,20.2,40.4,58,67,53.6,86,39,31.2,1,125,20230630,2684150,1253650
1441348,18,11.1,11.1,11.1,16.7,27.8,16.7,5.6,0,9.1,54.5,63.6,8,10,55.6,-999,-999,-999,1,18,20230630,2684050,1255350
1412918,245,9.8,8.6,1.2,2.9,52.2,13.9,8.6,2.9,16.6,28.4,45,123,122,49.8,153,92,37.6,1,245,20230630,2684050,1260650
1414217,57,12.3,8.8,0,1.8,22.8,21.1,26.3,7,73.1,46.2,119.2,30,27,47.4,52,5,8.8,1,57,20230630,2684150,1260550
1428439,38,10.5,26.3,2.6,2.6,23.7,23.7,10.5,0,21.1,78.9,100,17,21,55.3,28,10,26.3,1,38,20230630,2684250,1260450
1430835,44,6.8,11.4,4.5,4.5,29.5,29.5,11.4,2.3,21.4,35.7,57.1,17,27,61.4,40,4,9.1,1,44,20230630,2684250,1260650
1432028,44,11.4,11.4,6.8,0,20.5,38.6,11.4,0,19.2,50,69.2,23,21,47.7,34,10,22.7,1,44,20230630,2684450,1238750
1432388,10,0,0,10,10,0,30,50,0,125,25,150,4,6,60,-999,-999,-999,1,10,20230630,2684450,1238850
1435074,34,0,11.8,2.9,2.9,29.4,26.5,11.8,14.7,45,25,70,16,18,52.9,28,6,17.6,1,34,20230630,2684450,1239050
1428327,25,8,12,4,4,4,32,28,8,90,60,150,15,10,40,-999,-999,-999,1,25,20230630,2684350,1239250
1438960,47,12.8,12.8,2.1,0,27.7,25.5,14.9,4.3,36,52,88,20,27,57.4,20,27,57.4,1,47,20230630,2684450,1239450
1435013,29,3.4,17.2,3.4,3.4,24.1,27.6,17.2,3.4,37.5,43.8,81.3,13,16,55.2,24,5,17.2,1,29,20230630,2684350,1240450
1426222,58,17.2,3.4,0,5.2,36.2,27.6,5.2,5.2,15,30,45,32,26,44.8,46,12,20.7,1,58,20230630,2684450,1240650
1427294,43,11.6,7,2.3,2.3,39.5,20.9,11.6,4.7,25.9,33.3,59.3,22,21,48.8,30,13,30.2,1,43,20230630,2684450,1240750
1439849,102,2.9,19.6,5.9,2.9,23.5,34.3,6.9,3.9,17.7,46.8,64.5,47,55,53.9,80,22,21.6,1,102,20230630,2684350,1240850
1430437,139,2.2,5.8,0,2.2,40.3,31.7,14.4,3.6,24.3,10.7,35,69,70,50.4,82,57,41,1,139,20230630,2684350,1245650
1426732,148,5.4,3.4,0.7,2,53.4,20.9,10.8,3.4,18.6,12.4,31,68,80,54.1,73,75,50.7,1,148,20230630,2684450,1245950
1427879,44,2.3,9.1,2.3,0,29.5,29.5,18.2,9.1,46.2,23.1,69.2,17,27,61.4,29,15,34.1,1,44,20230630,2684350,1246150
1413143,11,0,0,9.1,0,63.6,27.3,0,0,0,10,10,7,4,36.4,5,6,54.5,1,11,20230630,2684350,1247650
1431304,96,5.2,9.4,2.1,7.3,20.8,27.1,13.5,14.6,50.9,30.2,81.1,40,56,58.3,76,20,20.8,1,96,20230630,2684450,1248250
1437461,7,0,0,0,28.6,14.3,42.9,14.3,0,16.7,0,16.7,-999,-999,-999,-999,-999,-999,1,7,20230630,2684350,1248850
1432497,38,5.3,0,0,5.3,73.7,13.2,0,2.6,2.9,5.7,8.6,19,19,50,17,21,55.3,1,38,20230630,2684350,1250750
1430516,79,2.5,8.9,3.8,1.3,43,30.4,7.6,2.5,13.6,20.3,33.9,43,36,45.6,52,27,34.2,1,79,20230630,2684450,1251250
1416549,88,12.5,6.8,2.3,2.3,36.4,22.7,13.6,3.4,27.8,35.2,63,44,44,50,59,29,33,1,88,20230630,2684450,1251350
1444345,75,2.7,5.3,2.7,12,45.3,22.7,5.3,4,11.7,13.3,25,35,40,53.3,50,25,33.3,1,75,20230630,2684350,1251850
1429326,4,0,50,0,0,25,25,0,0,0,100,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2684350,1260250
1423307,21,0,14.3,19,0,9.5,38.1,14.3,4.8,40,70,110,13,8,38.1,-999,-999,-999,1,21,20230630,2684450,1260350
1427298,17,5.9,0,11.8,11.8,0,23.5,41.2,5.9,133.3,50,183.3,10,7,41.2,-999,-999,-999,1,17,20230630,2684450,1260450
1432018,15,6.7,0,0,0,13.3,20,20,40,180,20,200,7,8,53.3,-999,-999,-999,1,15,20230630,2684450,1260850
